color,fuelTypeId,id,km,make,makeId,province,provinceId,title,transmissionType,transmissionTypeId,year,brand,brand_id,model,model_id,price,seller_type,bodyType,cubicCapacity,doors,hp,acceleration,consumptionAverage,consumptionExtraUrban,consumptionUrban,emissions,fuelTankCapacity,height,length,luggageCapacity,manufacturerPrice,seats,topSpeed,weight,width
COMMON.COLOR_BLACK,1,50937004,57860,AUDI,4,Valencia,46,AUDI A1 Attraction 1.4 TDI 66kW 90CV Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A1,966.0,15799,profesional,BODY_TYPE_SEDAN,1422.0,5.0,90.0,11.6,3.7,3.4,4.2,97.0,45.0,1422.0,3973.0,270.0,20479,4.0,182.0,1195.0,1746.0
COMMON.COLOR_BLUE,2,50936975,73923,AUDI,4,Valencia,46,AUDI Q3 Design edition 2.0 TFSI 180CV quat S tro 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,Q3,999.0,22299,profesional,BODY_TYPE_4X4,1984.0,5.0,180.0,7.6,6.5,5.7,7.5,164.0,64.0,1590.0,4388.0,460.0,43240,5.0,217.0,1615.0,1831.0
COMMON.COLOR_GRAY,1,50841890,59789,AUDI,4,Barcelona,8,AUDI Q2 design edition 1.6 TDI 85kW 116CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,Q2,1199.0,24900,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.3,4.6,4.4,5.0,120.0,50.0,1508.0,4191.0,405.0,29687,5.0,197.0,1385.0,1794.0
COMMON.COLOR_GRAY,2,50526937,18955,AUDI,4,Barcelona,8,AUDI Q3 45 TFSI 169kW S tronic Quattro S Line 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2020,AUDI,4,Q3,999.0,56900,profesional,BODY_TYPE_4X4,1984.0,5.0,230.0,6.3,7.4,6.1,9.5,168.0,60.0,1616.0,4484.0,530.0,54009,5.0,233.0,1695.0,1856.0
COMMON.COLOR_WHITE,1,51265817,32877,AUDI,4,Barcelona,8,AUDI A3 design edition 1.6 TDI 85kW Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,A3,345.0,23900,profesional,BODY_TYPE_SEDAN,1598.0,5.0,116.0,10.4,4.1,3.8,4.6,108.0,50.0,1426.0,4313.0,380.0,29946,5.0,202.0,1335.0,1785.0
COMMON.COLOR_GRAY,1,51367720,107000,AUDI,4,Cantabria,39,AUDI A6 3.0 TDI 204cv multitronic,COMMON.TRANSMISSION_AUTOMATIC,1,2012,AUDI,4,A6,27.0,18990,profesional,BODY_TYPE_SEDAN,2967.0,4.0,204.0,7.2,5.1,4.6,5.8,133.0,65.0,1455.0,4915.0,530.0,48600,5.0,240.0,1720.0,1874.0
COMMON.COLOR_GRAY,2,50047019,14000,AUDI,4,Las Palmas,35,AUDI Q3 35 TFSI 110kW 150CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,AUDI,4,Q3,999.0,34900,profesional,BODY_TYPE_4X4,1498.0,5.0,150.0,9.2,5.7,5.1,6.9,130.0,58.0,1616.0,4484.0,530.0,38272,5.0,207.0,1570.0,1856.0
COMMON.COLOR_WHITE,1,51272852,150000,AUDI,4,Madrid,28,AUDI Q3 Sport edition 2.0 TDI 110kW 150CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,Q3,999.0,22900,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.6,4.6,4.2,5.1,119.0,64.0,1590.0,4388.0,460.0,36097,5.0,204.0,1560.0,1831.0
COMMON.COLOR_GRAY,1,51367606,129800,AUDI,4,Salamanca,37,AUDI A5 Sportback 3.0 TDI 245cv quattro S tronic,COMMON.TRANSMISSION_AUTOMATIC,1,2013,AUDI,4,A5,611.0,24800,profesional,BODY_TYPE_SEDAN,2967.0,5.0,245.0,5.9,5.7,5.1,6.8,149.0,61.0,1391.0,4712.0,480.0,53190,4.0,250.0,1770.0,1854.0
COMMON.COLOR_GRAY,1,51367596,232000,AUDI,4,Castellón,12,AUDI A4 Avant 2.0 TDI 110kW150CV Advanced ed 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,A4,7.0,14990,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,150.0,9.2,4.1,3.8,4.9,109.0,40.0,1434.0,4725.0,505.0,39262,5.0,215.0,1550.0,1842.0
COMMON.COLOR_GRAY,1,51270472,139983,AUDI,4,Sevilla,41,AUDI A5 Sportback 2.0 TDI 150cv S line edition 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,AUDI,4,A5,611.0,18990,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,9.4,4.5,4.0,5.4,119.0,63.0,1391.0,4712.0,480.0,41150,4.0,212.0,1590.0,1854.0
COMMON.COLOR_WHITE,1,51306458,160000,AUDI,4,Almería,4,AUDI Q3 2.0 TDI 140cv Ambition 5p.,COMMON.TRANSMISSION_MANUAL,2,2013,AUDI,4,Q3,999.0,16900,profesional,BODY_TYPE_4X4,1968.0,5.0,140.0,9.9,5.2,4.7,6.2,137.0,64.0,1608.0,4385.0,460.0,34440,5.0,202.0,1520.0,1831.0
COMMON.COLOR_BROWN,1,51260155,100282,AUDI,4,Madrid,28,AUDI A5 Sportback 2.0 TDI clean dies 150 multron 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2014,AUDI,4,A5,611.0,21899,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,9.4,4.6,4.1,5.3,119.0,63.0,1391.0,4712.0,480.0,40880,4.0,205.0,1680.0,1854.0
COMMON.COLOR_BLUE,2,51317995,56918,AUDI,4,Valencia,46,AUDI A1 Sportback 1.0 TFSI 95CV Adrenalin 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,A1,966.0,16199,profesional,BODY_TYPE_SEDAN,999.0,5.0,95.0,11.1,4.3,3.7,5.0,98.0,45.0,1422.0,3973.0,270.0,20513,4.0,186.0,1135.0,1746.0
COMMON.COLOR_WHITE,1,51367400,77000,AUDI,4,Tarragona,43,AUDI A4 S line ed 2.0 TDI 140kW S tronic Avant 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A4,7.0,28800,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,190.0,7.9,4.4,4.1,5.0,113.0,40.0,1434.0,4725.0,505.0,48487,5.0,231.0,1605.0,1842.0
COMMON.COLOR_WHITE,1,51367404,81000,AUDI,4,Tarragona,43,AUDI Q3 Design edition 2.0 TDI 110kW 150CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,Q3,999.0,24500,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.6,4.6,4.2,5.1,119.0,64.0,1590.0,4388.0,460.0,36774,5.0,204.0,1560.0,1831.0
COMMON.COLOR_WHITE,1,51194743,56716,AUDI,4,Madrid,28,AUDI Q2 sport edition 1.6 TDI 85kW 116CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,Q2,1199.0,24699,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.3,4.6,4.3,5.0,118.0,50.0,1508.0,4191.0,355.0,29822,5.0,197.0,1385.0,1794.0
COMMON.COLOR_WHITE,1,50900578,129000,AUDI,4,Valladolid,47,AUDI A4 Avant 2.0 TDI 110kW150CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,A4,7.0,20490,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,150.0,9.0,4.1,3.4,4.9,106.0,40.0,1434.0,4725.0,505.0,39130,5.0,213.0,1600.0,1842.0
COMMON.COLOR_GRAY,1,51182703,60760,AUDI,4,Madrid,28,AUDI Q2 sport edition 1.6 TDI 85kW 116CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,Q2,1199.0,24699,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.3,4.6,4.3,5.0,118.0,50.0,1508.0,4191.0,355.0,29822,5.0,197.0,1385.0,1794.0
COMMON.COLOR_BLACK,1,51298501,79484,AUDI,4,Valencia,46,AUDI A1 Sportback 1.4 TDI 90CV Attraction 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,A1,966.0,15199,profesional,BODY_TYPE_SEDAN,1422.0,5.0,90.0,11.6,3.7,3.4,4.2,97.0,45.0,1422.0,3973.0,270.0,20190,4.0,182.0,1195.0,1746.0
COMMON.COLOR_RED,1,51256579,32732,AUDI,4,Valencia,46,AUDI Q2 Design 30 TDI 85kW 116CV 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2020,AUDI,4,Q2,1199.0,25899,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.3,4.8,4.4,5.5,125.0,50.0,1508.0,4191.0,405.0,31039,5.0,197.0,1420.0,1794.0
COMMON.COLOR_WHITE,1,51313057,99802,AUDI,4,Barcelona,8,AUDI A1 Sportback 1.4 TDI 90CV ultra Adrenalin 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,AUDI,4,A1,966.0,15199,profesional,BODY_TYPE_SEDAN,1422.0,5.0,90.0,11.6,3.4,3.1,3.9,91.0,45.0,1422.0,3973.0,270.0,22010,4.0,182.0,1195.0,1746.0
COMMON.COLOR_WHITE,1,51313090,59699,AUDI,4,Barcelona,8,AUDI A3 1.6 TDI 85kW 116CV Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A3,345.0,21699,profesional,BODY_TYPE_SEDAN,1598.0,5.0,116.0,10.2,4.1,3.8,4.6,107.0,50.0,1426.0,4313.0,380.0,26991,5.0,202.0,1360.0,1785.0
COMMON.COLOR_BLACK,1,51366719,159000,AUDI,4,Castellón,12,AUDI A7 Sportback 3.0 TDI 245cv quattro S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2011,AUDI,4,A7,974.0,21775,profesional,BODY_TYPE_SEDAN,2967.0,5.0,245.0,6.3,6.0,5.3,7.2,158.0,65.0,1420.0,4969.0,535.0,64540,4.0,250.0,1860.0,1911.0
COMMON.COLOR_WHITE,1,51304126,76591,AUDI,4,Barcelona,8,AUDI Q3 Sport edition 2.0 TDI 88kW 120CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q3,999.0,25499,profesional,BODY_TYPE_4X4,1968.0,5.0,120.0,10.9,4.8,4.4,5.3,121.0,64.0,1590.0,4388.0,460.0,33667,5.0,190.0,1560.0,1831.0
COMMON.COLOR_GRAY,2,50384291,103000,AUDI,4,Cádiz,11,AUDI A4 Advanced 35 TFSI 110kW 150CV S tronic 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,AUDI,4,A4,7.0,26900,profesional,BODY_TYPE_SEDAN,1984.0,4.0,150.0,8.9,5.5,4.6,7.1,126.0,54.0,1428.0,4762.0,460.0,40749,5.0,210.0,1515.0,1847.0
COMMON.COLOR_GRAY,2,50114280,74000,AUDI,4,Cádiz,11,AUDI A4 Advanced 35 TFSI 110kW 150CV 4p.,COMMON.TRANSMISSION_MANUAL,2,2019,AUDI,4,A4,7.0,25900,profesional,BODY_TYPE_SEDAN,1984.0,4.0,150.0,8.6,5.7,4.6,7.5,128.0,54.0,1428.0,4762.0,460.0,38046,5.0,210.0,1490.0,1847.0
COMMON.COLOR_WHITE,2,50170648,86000,AUDI,4,Cádiz,11,AUDI A3 30 TFSI 85kW 116CV Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,AUDI,4,A3,345.0,23900,profesional,BODY_TYPE_SEDAN,999.0,5.0,116.0,9.9,5.1,4.6,6.0,117.0,50.0,1426.0,4313.0,380.0,27210,5.0,206.0,1265.0,1785.0
COMMON.COLOR_GRAY,2,50295906,103000,AUDI,4,Sevilla,41,AUDI A4 Advanced 35 TFSI 110kW 150CV S tronic 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,AUDI,4,A4,7.0,26900,profesional,BODY_TYPE_SEDAN,1984.0,4.0,150.0,8.9,5.5,4.6,7.1,126.0,54.0,1428.0,4762.0,460.0,40749,5.0,210.0,1515.0,1847.0
COMMON.COLOR_GRAY,2,47618674,93671,AUDI,4,Sevilla,41,AUDI Q3 1.4 TFSI 110kW 150CV ultra CoD 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q3,999.0,23900,profesional,BODY_TYPE_4X4,1395.0,5.0,150.0,9.2,5.5,4.9,6.6,128.0,64.0,1590.0,4388.0,460.0,31767,5.0,204.0,1460.0,1831.0
COMMON.COLOR_GRAY,2,50295886,103000,AUDI,4,Huelva,21,AUDI A4 S line 35 TFSI 110kW 150CV S tronic 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,AUDI,4,A4,7.0,26900,profesional,BODY_TYPE_SEDAN,1984.0,4.0,150.0,8.9,5.6,4.7,7.1,127.0,54.0,1428.0,4762.0,460.0,43150,5.0,210.0,1515.0,1847.0
COMMON.COLOR_BLACK,1,51367199,195000,AUDI,4,Valencia,46,AUDI A4 2.0 TDI 143cv 4p.,COMMON.TRANSMISSION_MANUAL,2,2013,AUDI,4,A4,7.0,15000,profesional,BODY_TYPE_SEDAN,1968.0,4.0,143.0,9.2,4.5,4.0,5.4,119.0,63.0,1427.0,4701.0,480.0,33020,5.0,216.0,1555.0,1826.0
COMMON.COLOR_BLUE,1,50190798,130000,AUDI,4,Granada,18,AUDI A4 2.0 TDI 110kW150CV S tronic 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,A4,7.0,21500,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.5,4.0,3.6,4.8,104.0,40.0,1427.0,4726.0,480.0,37190,5.0,219.0,1545.0,1842.0
COMMON.COLOR_GRAY,1,51354270,79163,AUDI,4,Valencia,46,AUDI A3 Sportb 1.6 TDI 110 clean S tr Attraction 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,A3,345.0,17899,profesional,BODY_TYPE_SEDAN,1598.0,5.0,110.0,10.7,3.9,3.6,4.4,99.0,50.0,1425.0,4310.0,380.0,28550,5.0,200.0,1355.0,1785.0
COMMON.COLOR_GRAY,1,51262510,41557,AUDI,4,Barcelona,8,AUDI Q3 2.0 TDI 110kW 150CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q3,999.0,28499,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.6,4.5,4.1,5.1,119.0,64.0,1590.0,4388.0,460.0,33226,5.0,204.0,1560.0,1831.0
COMMON.COLOR_BLACK,1,51313561,189000,AUDI,4,Castellón,12,AUDI Q5 2.0 TDI 170cv quattro DPF 5p.,COMMON.TRANSMISSION_MANUAL,2,2010,AUDI,4,Q5,904.0,15775,profesional,BODY_TYPE_4X4,1968.0,5.0,170.0,9.5,6.7,5.8,8.2,175.0,75.0,1653.0,4629.0,540.0,41650,5.0,204.0,1745.0,1880.0
COMMON.COLOR_BLACK,1,51278290,95000,AUDI,4,Castellón,12,AUDI A3 Sportback 2.0 TDI 150CV clean Attraction 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,A3,345.0,16775,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,8.6,4.1,3.6,5.0,108.0,50.0,1425.0,4310.0,380.0,28270,5.0,218.0,1380.0,1785.0
COMMON.COLOR_BLACK,1,51208440,95000,AUDI,4,Castellón,12,AUDI A3 Sportback 2.0 TDI 150CV clean Attraction 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,AUDI,4,A3,345.0,16775,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,8.6,4.1,3.6,5.0,108.0,50.0,1425.0,4310.0,380.0,28270,5.0,218.0,1380.0,1785.0
COMMON.COLOR_BLACK,1,51367106,95000,AUDI,4,Castellón,12,AUDI A3 Sportback 2.0 TDI 150CV clean Attraction 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,AUDI,4,A3,345.0,16775,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,8.6,4.1,3.6,5.0,108.0,50.0,1425.0,4310.0,380.0,28270,5.0,218.0,1380.0,1785.0
COMMON.COLOR_BLUE,1,51367072,73000,AUDI,4,Sevilla,41,AUDI A4 2.0 TDI 110kW150CV Advanced edition,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A4,7.0,22000,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.9,4.0,3.6,4.8,104.0,40.0,1427.0,4726.0,480.0,37557,5.0,221.0,1505.0,1842.0
COMMON.COLOR_WHITE,1,51305709,194000,AUDI,4,Madrid,28,AUDI A4 2.0 TDI 150cv S line edition 4p.,COMMON.TRANSMISSION_MANUAL,2,2014,AUDI,4,A4,7.0,15450,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,9.2,4.5,4.0,5.4,119.0,63.0,1427.0,4701.0,480.0,33760,5.0,216.0,1555.0,1826.0
COMMON.COLOR_WHITE,1,51007268,53319,AUDI,4,Valencia,46,AUDI A1 Sportback 1.6 TDI 90cv Attraction 5p.,COMMON.TRANSMISSION_MANUAL,2,2014,AUDI,4,A1,966.0,14299,profesional,BODY_TYPE_SEDAN,1598.0,5.0,90.0,11.6,3.8,3.4,4.4,99.0,45.0,1422.0,3954.0,270.0,19260,4.0,182.0,1235.0,1746.0
COMMON.COLOR_GRAY,1,51305698,159000,AUDI,4,Madrid,28,AUDI A4 2.0 TDI 150cv Advanced edition 4p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,A4,7.0,18950,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.9,4.0,3.6,4.8,104.0,40.0,1427.0,4726.0,480.0,36833,5.0,221.0,1505.0,1842.0
COMMON.COLOR_GRAY,1,51256498,55404,AUDI,4,Valencia,46,AUDI A4 2.0 TDI 110kW 150CV 4p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A4,7.0,25799,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.9,3.8,3.4,4.6,99.0,40.0,1427.0,4726.0,480.0,35320,5.0,221.0,1505.0,1842.0
COMMON.COLOR_BLACK,1,51084403,99000,AUDI,4,Valencia,46,AUDI Q2 Advanced 1.6 TDI 85kW 116CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q2,1199.0,24500,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.5,4.1,4.0,4.4,109.0,50.0,1508.0,4191.0,405.0,29936,5.0,197.0,1395.0,1794.0
COMMON.COLOR_BLACK,2,51091207,208000,AUDI,4,Valencia,46,AUDI A3 1.8 TFSI 180cv S tronic Ambition 3p.,COMMON.TRANSMISSION_AUTOMATIC,1,2012,AUDI,4,A3,345.0,14500,profesional,BODY_TYPE_SEDAN,1798.0,3.0,180.0,7.2,5.6,4.8,7.0,130.0,50.0,1421.0,4237.0,365.0,32220,5.0,232.0,1325.0,1777.0
COMMON.COLOR_BROWN,1,51366984,60000,AUDI,4,Córdoba,14,AUDI Q7 Design 3.0 TDI ultra quattro tiptronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q7,571.0,48500,profesional,BODY_TYPE_4X4,2967.0,5.0,218.0,7.1,5.6,5.2,6.2,146.0,75.0,1741.0,5052.0,890.0,70860,5.0,216.0,2070.0,1968.0
COMMON.COLOR_GRAY,1,51243584,60000,AUDI,4,Valencia,46,AUDI SQ7 4.0 TDI quattro tiptronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,SQ7,1184.0,64900,profesional,BODY_TYPE_4X4,3956.0,5.0,435.0,4.8,7.2,6.5,8.4,189.0,85.0,1741.0,5069.0,890.0,112243,5.0,250.0,2345.0,1968.0
COMMON.COLOR_WHITE,1,51247154,63370,AUDI,4,Sevilla,41,AUDI Q5 Advanced 2.0 TDI 140kW quattro S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,Q5,904.0,36500,profesional,BODY_TYPE_4X4,1968.0,5.0,190.0,7.9,5.0,4.8,5.4,132.0,65.0,1659.0,4663.0,550.0,53150,5.0,218.0,1845.0,1893.0
COMMON.COLOR_WHITE,1,51271953,104239,AUDI,4,Barcelona,8,AUDI Q3 Sport edition 2.0 TDI 150CV quatt S tron 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,Q3,999.0,24699,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.3,5.1,4.5,6.1,142.0,64.0,1590.0,4388.0,460.0,39820,5.0,204.0,1680.0,1831.0
COMMON.COLOR_BLACK,2,51270738,87000,AUDI,4,Valencia,46,AUDI S3 2.0 TFSI quattro 3p.,COMMON.TRANSMISSION_AUTOMATIC,1,2014,AUDI,4,S3,408.0,28900,profesional,BODY_TYPE_SEDAN,1984.0,3.0,300.0,5.2,7.0,5.8,9.1,162.0,55.0,1401.0,4254.0,325.0,43000,5.0,250.0,1470.0,1777.0
COMMON.COLOR_RED,2,51271578,85000,AUDI,4,Valencia,46,AUDI S1 Sportback 2.0 TFSI 231CV quattro 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,AUDI,4,S1,1117.0,24900,profesional,BODY_TYPE_SEDAN,1984.0,5.0,231.0,5.9,7.1,5.9,9.2,166.0,45.0,1423.0,3975.0,210.0,36187,4.0,250.0,1415.0,1746.0
COMMON.COLOR_GRAY,2,51268608,80000,AUDI,4,Pontevedra,36,AUDI Q5 SQ5 3.0 TFSI 260kW quattro triptronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q5,904.0,52980,profesional,BODY_TYPE_4X4,2995.0,5.0,354.0,5.4,8.3,6.8,10.8,189.0,70.0,1635.0,4671.0,550.0,81438,5.0,250.0,1945.0,1893.0
COMMON.COLOR_WHITE,1,51337595,50000,AUDI,4,Pontevedra,36,AUDI Q2 Advanced 1.6 TDI 85kW 116CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q2,1199.0,26490,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.5,4.1,4.0,4.4,109.0,50.0,1508.0,4191.0,405.0,29936,5.0,197.0,1395.0,1794.0
COMMON.COLOR_GRAY,1,51366877,206560,AUDI,4,Murcia,30,AUDI A3 Sportback 2.0 TDI 150 S tronic Ambiente,COMMON.TRANSMISSION_AUTOMATIC,1,2014,AUDI,4,A3,345.0,15700,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,8.4,4.5,4.1,5.4,119.0,50.0,1425.0,4310.0,380.0,32120,5.0,213.0,1395.0,1785.0
COMMON.COLOR_WHITE,1,51366835,185304,AUDI,4,Vizcaya,48,AUDI Q5 Advanced 2.0 TDI 110kW 150CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q5,904.0,25400,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.7,4.6,4.2,5.3,120.0,65.0,1659.0,4663.0,550.0,43953,5.0,206.0,1735.0,1893.0
COMMON.COLOR_BLACK,1,51055189,82459,AUDI,4,Madrid,28,AUDI Q3 Attraction 2.0 TDI 184CV quattro S tron 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,Q3,999.0,23490,profesional,BODY_TYPE_4X4,1968.0,5.0,184.0,7.9,5.2,4.4,6.2,135.0,64.0,1590.0,4388.0,460.0,42098,5.0,219.0,1700.0,1831.0
COMMON.COLOR_WHITE,2,51072979,89995,AUDI,4,Toledo,45,AUDI A1 Sportback 1.0 TFSI 95CV Design 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,A1,966.0,16490,profesional,BODY_TYPE_SEDAN,999.0,5.0,95.0,11.1,4.2,3.7,5.0,97.0,45.0,1422.0,3973.0,270.0,20560,4.0,186.0,1135.0,1746.0
COMMON.COLOR_BLACK,2,51366812,132424,AUDI,4,Navarra,31,AUDI Q3 RS Q3 2.5 TFSI 340CV S tronic quattro 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,Q3,999.0,32950,profesional,BODY_TYPE_4X4,2480.0,5.0,340.0,4.8,8.4,6.6,11.6,198.0,64.0,1580.0,4411.0,356.0,65940,5.0,250.0,1730.0,1841.0
COMMON.COLOR_BLACK,2,51366802,118000,AUDI,4,Madrid,28,AUDI S5 Cabrio 3.0 TFSI 333cv quattro S tronic 2p.,COMMON.TRANSMISSION_AUTOMATIC,1,2012,AUDI,4,S5,612.0,24999,profesional,BODY_TYPE_CABRIO,2995.0,2.0,333.0,5.4,8.5,6.9,11.2,199.0,61.0,1380.0,4640.0,320.0,73360,4.0,250.0,1955.0,1854.0
COMMON.COLOR_BLUE,2,50855083,103623,AUDI,4,Madrid,28,AUDI A3 30 TFSI 85kW 116CV Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,A3,345.0,21699,profesional,BODY_TYPE_SEDAN,999.0,5.0,116.0,9.9,5.1,4.6,6.0,117.0,50.0,1426.0,4313.0,380.0,27210,5.0,206.0,1265.0,1785.0
COMMON.COLOR_RED,1,51366738,63868,AUDI,4,Madrid,28,AUDI A3 design edition 1.6 TDI 85kW 116CV 3p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A3,345.0,19890,profesional,BODY_TYPE_SEDAN,1598.0,3.0,116.0,10.2,4.1,3.8,4.6,108.0,50.0,1424.0,4241.0,365.0,27636,5.0,202.0,1310.0,1777.0
COMMON.COLOR_BROWN,1,51244399,239000,AUDI,4,Madrid,28,AUDI A6 3.0 TDI 204cv quattro S tronic 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2012,AUDI,4,A6,27.0,14900,profesional,BODY_TYPE_SEDAN,2967.0,4.0,204.0,7.0,5.7,5.0,6.7,149.0,75.0,1455.0,4915.0,530.0,51800,5.0,240.0,1795.0,1874.0
COMMON.COLOR_BLUE,1,51237154,150850,AUDI,4,Castellón,12,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,AUDI,4,Q3,999.0,32000,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.2,4.7,4.3,5.4,123.0,60.0,1616.0,4484.0,530.0,41802,5.0,207.0,1655.0,1856.0
COMMON.COLOR_WHITE,1,50698620,19987,AUDI,4,Valencia,46,AUDI A5 40 TDI 140kW 190CV S tronic Sportback 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,A5,611.0,33500,profesional,BODY_TYPE_SEDAN,1968.0,5.0,190.0,7.9,4.3,4.0,4.9,113.0,40.0,1386.0,4733.0,480.0,47025,5.0,235.0,1595.0,1843.0
COMMON.COLOR_GRAY,1,51257094,113000,AUDI,4,Zaragoza,50,AUDI A4 S line ed 2.0 TDI 110kW S tronic Avant 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A4,7.0,23990,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,150.0,9.0,4.1,3.4,4.9,112.0,40.0,1434.0,4725.0,505.0,44434,5.0,213.0,1600.0,1842.0
COMMON.COLOR_BLACK,1,51266652,122000,AUDI,4,Zaragoza,50,AUDI A4 2.0 TDI 140kW190CV S tronic S line ed 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A4,7.0,24990,profesional,BODY_TYPE_SEDAN,1968.0,4.0,190.0,7.7,4.1,3.7,4.8,111.0,40.0,1427.0,4726.0,480.0,45601,5.0,237.0,1555.0,1842.0
